what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1329971688002
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1329971688003
stopped,bundle,org.eclipse.jst.common.ui,1.0.4.v201109151453,"org.eclipse.jst.common.ui",1329971688004
stopped,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.304.v201110211728,"org.eclipse.wst.jsdt.web.support.jsp",1329971688004
stopped,bundle,org.eclipse.jst.jsp.ui,1.1.505.v201110211728,"org.eclipse.jst.jsp.ui",1329971688005
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1329971688006
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1329971688006
stopped,bundle,com.google.gdt.eclipse.platform.shared,2.5.1.v201201120043-rel-r36,"com.google.gdt.eclipse.platform.shared",1329971688007
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1329971688007
stopped,bundle,org.eclipse.rse.importexport,1.2.101.v201008191400,"org.eclipse.rse.importexport",1329971688008
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.0.v200905272300,"org.eclipse.rse.subsystems.shells.telnet",1329971688020
stopped,bundle,org.eclipse.rse.useractions,1.1.100.v200905272300,"org.eclipse.rse.useractions",1329971688020
stopped,bundle,org.eclipse.rse.shells.ui,3.0.200.v201006041352,"org.eclipse.rse.shells.ui",1329971688021
stopped,bundle,org.eclipse.rse.files.ui,3.1.101.v201009071110,"org.eclipse.rse.files.ui",1329971688022
